id,livro,titulo,origem,arquivo_origem,sha256,largura_px,altura_px,inspecao,destino_proposto,acao,aprovacao_autora,incorporacao_atual
FI-LEG-16,3,Quando a missão serve e quando ocupa,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-16.png,FIG-16.png,50415708836fb7bf018d907148fbb41153a87aedccc364e29d29ff2678f17290,2000,1200,inspecionada,Cap. 18 (candidato),Duas rotas contrastadas úteis; evitar dividir pessoas em identidade plena/vazia.,pendente para esta edição,não incorporada
FI-LEG-17,3,Pessoa ou função,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-17.png,FIG-17.png,02f5900364a8f8c38f18b687dc74e8a576a047a78f28b6b3f729d153882a0b8a,2000,1200,inspecionada,Cap. 19 (candidato),Candidata forte; evitar setas/textos sobrepostos e esclarecer o que se perde na instrumentalização.,pendente para esta edição,não incorporada
FI-LEG-18,3,Liberdade e responsabilidade,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-18.png,FIG-18.png,294669436ea6c6c33ea9190fc27328796e3bef3480c28d50c9344186f02885cf,2000,1200,inspecionada,Cap. 20 (candidato),Rever direção das setas e termos; autonomia não é compromisso geométrico entre extremos.,pendente para esta edição,não incorporada
FI-LEG-19,3,Auditoria metacognitiva,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-19.png,FIG-19.png,ce6eca72a24ae12e190dc3dbfd21212f3df9b101a58ab5e17d06e36d8eb231c5,2000,1200,inspecionada,Cap. 22 / 24 (candidato),Avaliar repetição do Filtro do Livro 2; usar somente se servir à autoria identitária.,pendente para esta edição,não incorporada
FI-LEG-20,3,Pertencimento com autoria,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-20.png,FIG-20.png,40743b8cdba1ed2952714d4e236287d61092ea0ceb6bd9acc12e4eba8a29930d,2000,1200,inspecionada,Cap. 23 (candidato),Candidata forte; relacionar ao luto de papéis e à continuidade dos vínculos.,pendente para esta edição,não incorporada
FI-LEG-21,3,Propósito construído,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-21.png,FIG-21.png,cc964b14404522e5daff15e6f8319aa715ccb2f2e710a09a7afc8238d88e776c,2000,1200,inspecionada,Cap. 24 (candidato),"Candidata; autoria aberta à revisão, sem identidade perfeita nem propósito garantido.",pendente para esta edição,não incorporada
MV-LEG-01,1,Cena do Crime / portão,https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 3; primeira p. 1,e69b24dc703c60dc921ba9d8bfa3d5ed7e7bf3a6882683f2907916db33be0fab,1536,1024,inspecionada,Reancorar nas 55 unidades atuais,"Repetida nas páginas 1 e 6; separar capa, cena e texto, sem promessa de crime literal.",pendente para esta edição,não incorporada
MV-LEG-02,1,Nota Forense,https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 4; primeira p. 4,0faeaea451a7f5b7b5831c9ffb9262e558c5816e3d78c4c876f29744deb296f0,1055,1491,inspecionada,Reancorar nas 55 unidades atuais,Documento cenográfico não equivale à nota textual e não prova fato; retirar texto miúdo.,pendente para esta edição,não incorporada
MV-LEG-03,1,Origem / nascimento,https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 5; primeira p. 11,dac62e450746cd71f260df36aef28991e8b4b1d857afe00641d754bf04890175,1122,1402,inspecionada,Reancorar nas 55 unidades atuais,Não tratar como documento de nascimento; reavaliar cena e reserva da revelação.,pendente para esta edição,não incorporada
MV-LEG-04,1,Sismógrafo,https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 6; primeira p. 14,977950583d8fcbce3d790ea7a0d611a3484ea88b60265bec833ffd0723829b47,1055,1491,inspecionada,Reancorar nas 55 unidades atuais,Rever associação corpo/bebê/trauma contra o rigor atual; não migrar como prova clínica.,pendente para esta edição,não incorporada
MV-LEG-05,1,Dois Caminhos,https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 7; primeira p. 16,3c75ef472e7fe9190368596aae42be7cfcfa4efb4af62209b0d4306ec00dd1c8,1055,1491,inspecionada,Reancorar nas 55 unidades atuais,A arte contém a palavra Prólogo em um interlúdio; revisar título e representação.,pendente para esta edição,não incorporada
MV-LEG-06,1,Eu queria ser anjo,https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 8; primeira p. 19,8ea8f0c6a0619c391f971cd29352ccc0e035cfe1f54d1ee23465a6d51f06fe7d,1600,2300,inspecionada,Reancorar nas 55 unidades atuais,Peça esquemática em prova que declara placeholders; não aprovar como final.,pendente para esta edição,não incorporada
MV-LEG-07,1,Meu pai / cadeira,https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 9; primeira p. 22,f44bc05e10d3488ef739bd288e9d7877b5e0fe4cdf90b165a4614554a6e4299b,1024,1536,inspecionada,Reancorar nas 55 unidades atuais,Símbolo da cadeira pode funcionar; rever cena e evitar caricatura familiar.,pendente para esta edição,não incorporada
MV-LEG-08,1,Letreiro de Neon,https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 10; primeira p. 24,2b5cee5a7834e8a50e1d72dec041f829d852a955e540199b4692b668d555fc35,1024,1536,inspecionada,Reancorar nas 55 unidades atuais,Evitar inscrição no corpo que sugira convite à violência; legenda e contexto atuais obrigatórios.,pendente para esta edição,não incorporada
MV-LEG-09,1,Mapa de Rendição,https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 11; primeira p. 27,aaa36988246d8f78615c7f2f3559b4e04247b67a29857406471e963db4369fcb,1024,1536,inspecionada,Reancorar nas 55 unidades atuais,Evitar causalidade de rendição/culpa embutida; não migrar rótulos como biografia.,pendente para esta edição,não incorporada
MV-LEG-10,1,Três Pontas do Cativeiro,https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 12; primeira p. 30,3c53d30cb349dd51e222a5a4b751afd7510474795febf4fa58cfd548bb52c843,1600,2300,inspecionada,Reancorar nas 55 unidades atuais,Peça provisória; não reduzir a família a três manipuladores sem fonte.,pendente para esta edição,não incorporada
MV-LEG-11,1,Cinquenta Minutos,https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 13; primeira p. 33,7de0636f5e4ee3a6e5d7bb31e3232cd374f82cfd0dcd471491053ddd36628510,1600,2300,inspecionada,Reancorar nas 55 unidades atuais,Peça provisória; não inventar arma/tempo/cena para cumprir estética.,pendente para esta edição,não incorporada
MV-LEG-12,1,"Escova, Poodle e Traição",https://chatgpt.com/api/library/files/libfile_5ee5e53a85d8819187e0996e02808e7b/download,MORTE_EM_VIDA_prova_editorial_capitulos_0_8.pdf; xref 14; primeira p. 37,ca20dbce27412c31f8da29a1edb17e5a812f14716f9b94d8d7f91b400f9351ea,1600,2300,inspecionada,Reancorar nas 55 unidades atuais,Peça provisória; só produzir depois de confirmar cena e função no capítulo atual.,pendente para esta edição,não incorporada
